poi_origem,poi_destino,tdeslocamento_s,tdeslocamento_min
36,67,133166.88,2219.45
36,68,18931.63,315.53
36,69,169606.88,2826.78
36,70,236191.29,3936.52
36,71,272602.77,4543.38
36,72,204851.72,3414.2
36,73,197900.6,3298.34
36,74,269908.3,4498.47
36,75,61591.64,1026.53
36,76,267015.33,4450.26
36,77,84815.92,1413.6
36,78,56365.89,939.43
36,79,43900.46,731.67
36,80,91689.48,1528.16
36,81,263900.48,4398.34
36,82,145771.3,2429.52
36,83,144839.56,2413.99
36,84,188810.74,3146.85
36,85,244162.56,4069.38
36,86,351826.66,5863.78
36,87,50200.3,836.67
36,88,310160.43,5169.34
36,89,105575.47,1759.59
36,90,218144.72,3635.75
36,91,29886.89,498.11
36,92,25236.38,420.61
36,93,310382.44,5173.04
36,94,161472.37,2691.21
36,95,109583.12,1826.39
36,96,313297,5221.62
36,97,298522.58,4975.38
36,98,302500.74,5041.68
36,99,25174.48,419.57
36,100,410986.25,6849.77
36,101,241272.76,4021.21
36,102,56936.94,948.95
36,103,55137.25,918.95
36,104,305259.7,5087.66
36,105,409869.34,6831.16
36,106,195607.41,3260.12
36,107,299414.71,4990.25
36,108,296022.59,4933.71
36,109,297363.74,4956.06
36,110,147642.24,2460.7
36,111,282857.17,4714.29
36,112,278428.15,4640.47
36,113,202957.18,3382.62
36,114,263395.44,4389.92
36,115,55560.3,926.01
36,116,69912.84,1165.21
36,117,138552.69,2309.21
36,118,76974.89,1282.91
36,119,151179.1,2519.65
36,120,150976.1,2516.27
36,121,148974.65,2482.91
36,122,153819.53,2563.66
36,123,160807.02,2680.12
36,124,162467.08,2707.78
36,125,166561.98,2776.03
36,126,164883.1,2748.05
36,127,153341.75,2555.7
36,128,155775.27,2596.25
36,129,155208.85,2586.81
36,130,72146.16,1202.44
36,131,123200.1,2053.33
36,132,72076.61,1201.28
36,133,236606.19,3943.44
36,134,321047.35,5350.79
36,135,175305.73,2921.76
36,136,211943.89,3532.4
36,137,134691.85,2244.86
36,138,249193.14,4153.22
36,139,131804.79,2196.75
36,140,150366.68,2506.11
36,141,150335.03,2505.58
36,142,134631.78,2243.86
36,143,298759.21,4979.32
36,144,94101.1,1568.35
36,145,133637.13,2227.29
36,146,263648.54,4394.14
36,147,100343.53,1672.39
36,148,294097.03,4901.62
36,149,204863.58,3414.39
36,150,257787.94,4296.47
36,151,192741.98,3212.37
36,152,280990.19,4683.17
36,153,206829.67,3447.16
36,154,139391.11,2323.19
36,155,100135.74,1668.93
36,156,144983.48,2416.39
36,157,177487.56,2958.13
36,158,178556.93,2975.95
36,159,101355.24,1689.25
36,160,292476.86,4874.61
36,161,292245.4,4870.76
36,162,289668.79,4827.81
36,163,295245.68,4920.76
36,164,292165.41,4869.42
36,165,273574.54,4559.58
36,166,264372.21,4406.2
36,167,282262.94,4704.38
36,168,256773.14,4279.55
36,169,269312.17,4488.54
36,170,389625.39,6493.76
36,171,212042.58,3534.04
36,172,143818.32,2396.97
36,173,149526.94,2492.12
36,174,117879.87,1964.66
36,175,152395.11,2539.92
36,176,404889.12,6748.15
36,177,128242.46,2137.37
36,178,212410.72,3540.18
36,179,187260.02,3121
36,180,178321.43,2972.02
36,181,157014.26,2616.9
36,182,122676.22,2044.6
36,183,129303.98,2155.07
36,184,148362.44,2472.71
36,185,189557.75,3159.3
36,186,321760.43,5362.67
36,187,182997.73,3049.96
36,188,156345.37,2605.76
36,189,132530.7,2208.85
36,190,132082.95,2201.38
36,191,123215.14,2053.59
36,192,39988.9,666.48
36,193,35008.91,583.48
36,194,26075.77,434.6
36,195,26316.23,438.6
36,196,30954.21,515.9
36,197,33133.94,552.23
36,198,54314.61,905.24
36,199,62584.71,1043.08
36,200,82978.78,1382.98
36,201,158199.44,2636.66
36,202,222230.44,3703.84
36,203,67475.18,1124.59
36,204,275428.84,4590.48
36,205,95715.75,1595.26
36,206,22638.36,377.31
36,207,69064.5,1151.07
36,208,167784.63,2796.41
36,209,319423.49,5323.72
36,210,18775.31,312.92
36,211,217130.39,3618.84
36,212,103778.9,1729.65
36,213,308835.6,5147.26
36,214,92636.01,1543.93
37,38,21395.77,356.6
37,39,22346.19,372.44
37,40,114266.16,1904.44
37,41,114440.98,1907.35
37,42,111820.61,1863.68
37,43,245920.26,4098.67
37,44,21804.55,363.41
37,45,111890.71,1864.85
37,46,19115.82,318.6
37,47,112892.56,1881.54
37,48,276458.77,4607.65
37,49,114292.64,1904.88
37,50,21621.42,360.36
37,51,22727.6,378.79
37,52,188139.14,3135.65
37,53,113613.26,1893.55
37,54,281992.64,4699.88
37,55,206623.42,3443.72
37,56,251205.56,4186.76
37,57,247561.67,4126.03
37,58,323141.62,5385.69
37,59,308042.75,5134.05
37,60,424104.74,7068.41
37,61,413172.59,6886.21
37,62,40987.13,683.12
37,63,40629.54,677.16
37,64,56400.55,940.01
37,65,98091.18,1634.85
37,66,90167.72,1502.8
37,67,170606.87,2843.45
37,68,39234.24,653.9
37,69,158329.51,2638.83
37,70,259568.95,4326.15
37,71,324122.74,5402.05
37,72,235128.33,3918.81
37,73,232346.91,3872.45
37,74,321645.37,5360.76
37,75,48200.22,803.34
37,76,309254.93,5154.25
37,77,114569.57,1909.49
37,78,100828.5,1680.48
37,79,71401.04,1190.02
37,80,103348.36,1722.47
37,81,305732.53,5095.54
37,82,177495.03,2958.25
37,83,176603.33,2943.39
37,84,189176.47,3152.94
37,85,291989.76,4866.5
37,86,403729.54,6728.83
37,87,102396.96,1706.62
37,88,357321.79,5955.36
37,89,149170.24,2486.17
37,90,266909.96,4448.5
37,91,78389.7,1306.5
37,92,56156.58,935.94
37,93,362096.08,6034.93
37,94,198824.83,3313.75
37,95,56888.4,948.14
37,96,364222.25,6070.37
37,97,348904.89,5815.08
37,98,353333.51,5888.89
37,99,73222.8,1220.38
37,100,462959.54,7715.99
37,101,253918.16,4231.97
37,102,76769.59,1279.49
37,103,98480.77,1641.35
37,104,312488.32,5208.14
37,105,461688.18,7694.8
37,106,200454.39,3340.91
37,107,347890.66,5798.18
37,108,345874.06,5764.57
37,109,346884.26,5781.4
37,110,197847.26,3297.45
37,111,323876.97,5397.95
37,112,319760.6,5329.34
37,113,249218.16,4153.64
37,114,304575.59,5076.26
37,115,76204.13,1270.07
37,116,122814.72,2046.91
37,117,178158.69,2969.31
37,118,129874.74,2164.58
37,119,163944.06,2732.4
37,120,163061.78,2717.7
37,121,162706.02,2711.77
37,122,168823.45,2813.72
37,123,175574.83,2926.25
37,124,176991.86,2949.86
37,125,180211.13,3003.52
37,126,178528.54,2975.48
37,127,170023.19,2833.72
37,128,166055.99,2767.6
37,129,173707.51,2895.13
37,130,90656.58,1510.94
37,131,175916.19,2931.94
37,132,42985.14,716.42
37,133,283331.76,4722.2
37,134,327954.36,5465.91
37,135,186561.54,3109.36
37,136,243432.04,4057.2
37,137,186774.31,3112.91
37,138,289836.83,4830.61
37,139,180450.32,3007.51
37,140,159001.28,2650.02
37,141,159297.09,2654.95
37,142,173077.14,2884.62
37,143,349802.26,5830.04
37,144,142397.72,2373.3
37,145,152767.66,2546.13
37,146,265041.73,4417.36
37,147,104261.78,1737.7
37,148,344961.05,5749.35
37,149,235384.63,3923.08
37,150,299760.58,4996.01
37,151,232405.34,3873.42
37,152,322520.72,5375.35
37,153,249047.23,4150.79
37,154,172319.48,2871.99
37,155,137766.57,2296.11
37,156,196985.53,3283.09
37,157,168329.54,2805.49
37,158,169549.32,2825.82
37,159,58301.8,971.7
37,160,298533.58,4975.56
37,161,336157.57,5602.63
37,162,333496.83,5558.28
37,163,338589.1,5643.15
37,164,334465.7,5574.43
37,165,308969.93,5149.5
37,166,297385.44,4956.42
37,167,325336.36,5422.27
37,168,296933.28,4948.89
37,169,308699.83,5145
37,170,440962.14,7349.37
37,171,245259.08,4087.65
37,172,179647.15,2994.12
37,173,187211.72,3120.2
37,174,159451.37,2657.52
37,175,186403.92,3106.73
37,176,457341.81,7622.36
37,177,170656.12,2844.27
37,178,262675.13,4377.92
37,179,240159.39,4002.66
37,180,154851,2580.85
37,181,146175.88,2436.26
37,182,118933.18,1982.22
37,183,124254.79,2070.91
37,184,160368.4,2672.81
37,185,181160.53,3019.34
37,186,336810.36,5613.51
37,187,235817.84,3930.3
37,188,108416.5,1806.94
37,189,84003.67,1400.06
37,190,84393.61,1406.56
37,191,75886.94,1264.78
37,192,92707.24,1545.12
37,193,86963.54,1449.39
37,194,59131.57,985.53
37,195,46397.3,773.29
37,196,27508.29,458.47
37,197,20270.45,337.84
37,198,18084.66,301.41
37,199,29445.96,490.77
37,200,47972.35,799.54
37,201,110251.31,1837.52
37,202,267618.95,4460.32
37,203,88334.85,1472.25
37,204,294020.13,4900.34
37,205,147737.02,2462.28
37,206,31072.77,517.88
37,207,90381.2,1506.35
37,208,214673.1,3577.89
37,209,371468.59,6191.14
37,210,67215.76,1120.26
37,211,228726.52,3812.11
37,212,154174.48,2569.57
37,213,317040.55,5284.01
37,214,89903.81,1498.4
38,39,1561.02,26.02
38,40,128159.92,2136
38,41,128442.22,2140.7
38,42,125709.07,2095.15
38,43,267305.97,4455.1
38,44,1884.45,31.41
38,45,125039.56,2083.99
38,46,3925.16,65.42
38,47,126727.09,2112.12
38,48,297467.3,4957.79
38,49,128423.91,2140.4
38,50,4689.67,78.16
38,51,1429.34,23.82
38,52,205330.08,3422.17
38,53,127411.31,2123.52
38,54,302889.03,5048.15
38,55,227881.76,3798.03
38,56,272523.34,4542.06
38,57,268798.56,4479.98
38,58,322228.68,5370.48
38,59,314293.92,5238.23
38,60,441671.79,7361.2
38,61,430071.77,7167.86
38,62,61650.98,1027.52
38,63,62012.91,1033.55
38,64,75231.54,1253.86
38,65,104074.6,1734.58
38,66,99140.11,1652.34
38,67,182692.84,3044.88
38,68,60600.8,1010.01
38,69,151139.31,2518.99
38,70,264610.17,4410.17
38,71,345312.06,5755.2
38,72,243324.62,4055.41
38,73,242338.93,4038.98
38,74,342781.81,5713.03
38,75,50949.86,849.16
38,76,322235.1,5370.58
38,77,125378.25,2089.64
38,78,117234.82,1953.91
38,79,84692.56,1411.54
38,80,108200.62,1803.34
38,81,318531.22,5308.85
38,82,187150.6,3119.18
38,83,186292.3,3104.87
38,84,185979.4,3099.66
38,85,307925.86,5132.1
38,86,422274.74,7037.91
38,87,123287.51,2054.79
38,88,372706.27,6211.77
38,89,164133.36,2735.56
38,90,283462.6,4724.38
38,91,96839.8,1614
38,92,77458.93,1290.98
38,93,380501.12,6341.69
38,94,210447.89,3507.46
38,95,36383.03,606.38
38,96,381986.4,6366.44
38,97,366296.46,6104.94
38,98,371042.13,6184.04
38,99,94510.91,1575.18
38,100,481538.2,8025.64
38,101,254616.6,4243.61
38,102,87042.56,1450.71
38,103,114595.64,1909.93
38,104,310399.4,5173.32
38,105,480118.3,8001.97
38,106,198835.45,3313.92
38,107,364060.68,6067.68
38,108,362910.6,6048.51
38,109,363703.58,6061.73
38,110,215516.32,3591.94
38,111,344508.34,5741.81
38,112,340443.92,5674.07
38,113,270517.55,4508.63
38,114,317066.94,5284.45
38,115,86810.47,1446.84
38,116,143035.06,2383.92
38,117,191014.52,3183.58
38,118,150067.16,2501.12
38,119,166406.37,2773.44
38,120,165279.08,2754.65
38,121,165590.26,2759.84
38,122,172039.62,2867.33
38,123,178518.36,2975.31
38,124,179802.39,2996.71
38,125,182591.38,3043.19
38,126,180948.61,3015.81
38,127,173874.68,2897.91
38,128,167462.29,2791.04
38,129,178186.22,2969.77
38,130,99063.78,1651.06
38,131,196552.3,3275.87
38,132,38280.34,638.01
38,133,304648.92,5077.48
38,134,325615.44,5426.92
38,135,187829.84,3130.5
38,136,252047.4,4200.79
38,137,207772.2,3462.87
38,138,302150.06,5035.83
38,139,197356.67,3289.28
38,140,159961.46,2666.02
38,141,160379.42,2672.99
38,142,185531.54,3092.19
38,143,367673.23,6127.89
38,144,159480.26,2658
38,145,158092.29,2634.87
38,146,261059.54,4350.99
38,147,105994.19,1766.57
38,148,362703.83,6045.06
38,149,243680.6,4061.34
38,150,312655.25,5210.92
38,151,244668.89,4077.81
38,152,335099.04,5584.98
38,153,262346.88,4372.45
38,154,182558.74,3042.65
38,155,150628.14,2510.47
38,156,215894.32,3598.24
38,157,161741.48,2695.69
38,158,162991.41,2716.52
38,159,40773.03,679.55
38,160,296090.68,4934.84
38,161,349865.06,5831.08
38,162,347170.69,5786.18
38,163,352000.15,5866.67
38,164,347372.02,5789.53
38,165,318767.41,5312.79
38,166,306199.55,5103.33
38,167,338660.59,5644.34
38,168,308981.15,5149.69
38,169,320324.6,5338.74
38,170,458980.26,7649.67
38,171,254591.98,4243.2
38,172,190922.56,3182.04
38,173,199134.03,3318.9
38,174,173412.77,2890.21
38,175,196823.92,3280.4
38,176,476456.23,7940.94
38,177,184800.51,3080.01
38,178,280157.1,4669.28
38,179,260417.68,4340.29
38,180,142647.77,2377.46
38,181,139557.65,2325.96
38,182,116534.3,1942.24
38,183,121017.29,2016.95
38,184,162635.82,2710.6
38,185,174570.57,2909.51
38,186,337729.41,5628.82
38,187,256313.84,4271.9
38,188,87439.56,1457.33
38,189,63008.79,1050.15
38,190,63655.01,1060.92
38,191,55389.28,923.15
38,192,113331.92,1888.87
38,193,107890.44,1798.17
38,194,80443.63,1340.73
38,195,67588.8,1126.48
38,196,48824.85,813.75
38,197,41501.32,691.69
38,198,24183.17,403.05
38,199,28194.34,469.91
38,200,37637.92,627.3
38,201,89261.22,1487.69
38,202,282352.36,4705.87
38,203,97768.06,1629.47
38,204,296738,4945.63
38,205,166826.69,2780.44
38,206,50885.47,848.09
38,207,99793.03,1663.22
38,208,236024.6,3933.74
38,209,392514.34,6541.91
38,210,86118.23,1435.3
38,211,229343.64,3822.39
38,212,172200.61,2870.01
38,213,315310.03,5255.17
38,214,90117.34,1501.96
39,40,129704.5,2161.74
39,41,129985.4,2166.42
39,42,127253.43,2120.89
39,43,268260.22,4471
39,44,831.03,13.85
39,45,126592.04,2109.87
39,46,3851.41,64.19
39,47,128272.26,2137.87
39,48,298138.89,4968.98
39,49,129965.26,2166.09
39,50,3621.06,60.35
39,51,1846.07,30.77
39,52,206803,3446.72
39,53,128957.03,2149.28
39,54,303524.95,5058.75
39,55,228930.27,3815.5
39,56,273334.51,4555.58
39,57,269562.67,4492.71
39,58,323486.26,5391.44
39,59,315787.03,5263.12
39,60,443137.83,7385.63
39,61,431563.33,7192.72
39,62,62820.69,1047.01
39,63,62974.2,1049.57
39,64,76588.18,1276.47
39,65,105590.71,1759.85
39,66,100694.52,1678.24
39,67,184253.43,3070.89
39,68,61579.94,1026.33
39,69,152111.2,2535.19
39,70,266077.81,4434.63
39,71,346390.06,5773.17
39,72,244857.17,4080.95
39,73,243892.11,4064.87
39,74,343878.01,5731.3
39,75,52450.02,874.17
39,76,323793.97,5396.57
39,77,126938.93,2115.65
39,78,118723,1978.72
39,79,86236.89,1437.28
39,80,109693.04,1828.22
39,81,320090.84,5334.85
39,82,188702.92,3145.05
39,83,187844.93,3130.75
39,84,187156.52,3119.28
39,85,309443.17,5157.39
39,86,423690.57,7061.51
39,87,124437.73,2073.96
39,88,374237.34,6237.29
39,89,165664.7,2761.08
39,90,284961.92,4749.37
39,91,98232.15,1637.2
39,92,78281.46,1304.69
39,93,381924.31,6365.41
39,94,212008.85,3533.48
39,95,35088.3,584.81
39,96,383442.53,6390.71
39,97,367768.35,6129.47
39,98,372500.54,6208.34
39,99,95540.76,1592.35
39,100,482952.99,8049.22
39,101,255947.65,4265.79
39,102,88603.43,1476.72
39,103,116092.03,1934.87
39,104,311605.38,5193.42
39,105,481541.87,8025.7
39,106,200082.11,3334.7
39,107,365573.26,6092.89
39,108,364396.02,6073.27
39,109,365196.59,6086.61
39,110,216970.02,3616.17
39,111,345070.41,5751.17
39,112,341019.31,5683.66
39,113,271316.56,4521.94
39,114,318627.47,5310.46
39,115,88371.48,1472.86
39,116,144292.75,2404.88
39,117,192572.35,3209.54
39,118,151329.24,2522.15
39,119,167815.71,2796.93
39,120,166680.97,2778.02
39,121,167012.74,2783.55
39,122,173470.34,2891.17
39,123,179939.52,2998.99
39,124,181219.23,3020.32
39,125,183994.14,3066.57
39,126,182353.01,3039.22
39,127,175322.94,2922.05
39,128,168836.62,2813.94
39,129,179650.19,2994.17
39,130,100613.66,1676.89
39,131,197756.43,3295.94
39,132,39595.39,659.92
39,133,305458.83,5090.98
39,134,326807.99,5446.8
39,135,189193.98,3153.23
39,136,253585.43,4226.42
39,137,208904.52,3481.74
39,138,303710.86,5061.85
39,139,198839.5,3313.99
39,140,161322.49,2688.71
39,141,161744.64,2695.74
39,142,187091.12,3118.19
39,143,369124.03,6152.07
39,144,160952.65,2682.54
39,145,159580.39,2659.67
39,146,262179.13,4369.65
39,147,107406.12,1790.1
39,148,364160.49,6069.34
39,149,245214.58,4086.91
39,150,314214.45,5236.91
39,151,246229.58,4103.83
39,152,336659.43,5610.99
39,153,263903.28,4398.39
39,154,184115.44,3068.59
39,155,152184.58,2536.41
39,156,217279,3621.32
39,157,162744.54,2712.41
39,158,163995.67,2733.26
39,159,40992.45,683.21
39,160,297281.71,4954.7
39,161,351419.35,5856.99
39,162,348725.24,5812.09
39,163,353556.76,5892.61
39,164,348931.37,5815.52
39,165,320317.21,5338.62
39,166,307738.36,5128.97
39,167,340217.67,5670.29
39,168,310542.16,5175.7
39,169,321885.2,5364.75
39,170,460425.66,7673.76
39,171,256138.58,4268.98
39,172,192483.19,3208.05
39,173,200694.97,3344.92
39,174,174960.19,2916
39,175,198381.23,3306.35
39,176,477834.85,7963.91
39,177,186346.25,3105.77
39,178,281622.53,4693.71
39,179,261679.95,4361.33
39,180,143260.36,2387.67
39,181,140571.25,2342.85
39,182,117783.16,1963.05
39,183,122224.3,2037.07
39,184,164040.05,2734
39,185,175567.76,2926.13
39,186,339060.1,5651
39,187,257543.07,4292.38
39,188,86836.35,1447.27
39,189,62414.95,1040.25
39,190,63152.98,1052.55
39,191,54972.05,916.2
39,192,114528.37,1908.81
39,193,109030.58,1817.18
39,194,81270.66,1354.51
39,195,68366.53,1139.44
39,196,49673.5,827.89
39,197,42538.32,708.97
39,198,25730.34,428.84
39,199,29688.94,494.82
39,200,38634.42,643.91
39,201,88652.08,1477.53
39,202,283893.19,4731.55
39,203,99325.47,1655.42
39,204,298135.65,4968.93
39,205,168193.73,2803.23
39,206,52139.52,868.99
39,207,101350.09,1689.17
39,208,236863.57,3947.73
39,209,393637.96,6560.63
39,210,87477.06,1457.95
39,211,230675.52,3844.59
39,212,173633.15,2893.89
39,213,316532,5275.53
39,214,91492.56,1524.88
40,41,834.44,13.91
40,42,2454.17,40.9
40,43,196608.6,3276.81
40,44,129723.53,2162.06
40,45,6040.22,100.67
40,46,128619.14,2143.65
40,47,1472.86,24.55
40,48,250172.59,4169.54
40,49,1784.66,29.74
40,50,131359.08,2189.32
40,51,128708.37,2145.14
40,52,83243.26,1387.39
40,53,997.26,16.62
40,54,258277.69,4304.63
40,55,152752.93,2545.88
40,56,214997.25,3583.29
40,57,216106.37,3601.77
40,58,248262.61,4137.71
40,59,205957.34,3432.62
40,60,317274.15,5287.9
40,61,304060.59,5067.68
40,62,84021.94,1400.37
40,63,94190.56,1569.84
40,64,64434.29,1073.9
40,65,50660.9,844.35
40,66,39546.63,659.11
40,67,57668.28,961.14
40,68,93822.61,1563.71
40,69,141262.01,2354.37
40,70,163560.41,2726.01
40,71,256830.48,4280.51
40,72,129583.27,2159.72
40,73,122139.82,2035.66
40,74,252705.8,4211.76
40,75,84574.69,1409.58
40,76,195003.85,3250.06
40,77,21344.82,355.75
40,78,22705.23,378.42
40,79,43467.67,724.46
40,80,55754.52,929.24
40,81,191519.19,3191.99
40,82,70691.48,1178.19
40,83,69761.57,1162.69
40,84,141802.54,2363.38
40,85,180685.18,3011.42
40,86,301667.6,5027.79
40,87,74520.99,1242.02
40,88,244795.05,4079.92
40,89,36699.92,611.67
40,90,157471.03,2624.52
40,91,47891.64,798.19
40,92,98731.32,1645.52
40,93,259660.53,4327.68
40,94,86104.18,1435.07
40,95,161888.03,2698.13
40,96,258569.69,4309.49
40,97,241811.79,4030.2
40,98,247523.44,4125.39
40,99,83619.65,1393.66
40,100,360638.81,6010.65
40,101,176720.46,2945.34
40,102,44441.89,740.7
40,103,22144.33,369.07
40,104,243743.09,4062.38
40,105,358576.21,5976.27
40,106,142280.88,2371.35
40,107,236970.49,3949.51
40,108,237492,3958.2
40,109,237778.17,3962.97
40,110,95197.66,1586.63
40,111,303021.51,5050.36
40,112,298086.52,4968.11
40,113,214364.34,3572.74
40,114,190473.32,3174.56
40,115,43999,733.32
40,116,67480.93,1124.68
40,117,64148.82,1069.15
40,118,70259.21,1170.99
40,119,93466.75,1557.78
40,120,94152.87,1569.21
40,121,90387.1,1506.45
40,122,92990.15,1549.84
40,123,99400.9,1656.68
40,124,101153.47,1685.89
40,125,105806.08,1763.43
40,126,104316.18,1738.6
40,127,90602.62,1510.04
40,128,100505,1675.08
40,129,90221.11,1503.69
40,130,41756.22,695.94
40,131,109578.68,1826.31
40,132,102726.74,1712.11
40,133,244060.04,4067.67
40,134,259435.02,4323.92
40,135,116395.03,1939.92
40,136,136370.21,2272.84
40,137,126953.41,2115.89
40,138,175847.53,2930.79
40,139,74451.02,1240.85
40,140,98123.44,1635.39
40,141,97664.83,1627.75
40,142,59530.92,992.18
40,143,244758.33,4079.31
40,144,41815.03,696.92
40,145,70772.71,1179.55
40,146,209751.92,3495.87
40,147,71289.93,1188.17
40,148,239374.54,3989.58
40,149,129530.66,2158.84
40,150,185527.33,3092.12
40,151,118604.42,1976.74
40,152,208367.15,3472.79
40,153,134781.07,2246.35
40,154,63999.28,1066.65
40,155,24434.69,407.24
40,156,103836.23,1730.6
40,157,144863.67,2414.39
40,158,145558.96,2425.98
40,159,135419.28,2256.99
40,160,232477.83,3874.63
40,161,221989.22,3699.82
40,162,219316.03,3655.27
40,163,224343.72,3739.06
40,164,220219.82,3670.33
40,165,198022.72,3300.38
40,166,188600.97,3143.35
40,167,211077.71,3517.96
40,168,183107.31,3051.79
40,169,195199.17,3253.32
40,170,335954.18,5599.24
40,171,136281.82,2271.36
40,172,68071.36,1134.52
40,173,74208.37,1236.81
40,174,45297.17,754.95
40,175,76678.1,1277.97
40,176,358356.7,5972.61
40,177,56646.98,944.12
40,178,156939.79,2615.66
40,179,158678.16,2644.64
40,180,166289.39,2771.49
40,181,130428.39,2173.81
40,182,95170.15,1586.17
40,183,101483.28,1691.39
40,184,92062.57,1534.38
40,185,154156.59,2569.28
40,186,253248.63,4220.81
40,187,158441.29,2640.69
40,188,189226.55,3153.78
40,189,169726.44,2828.77
40,190,167589.41,2793.16
40,191,159421.5,2657.03
40,192,67765.39,1129.42
40,193,73550.69,1225.84
40,194,98344.67,1639.08
40,195,101995.77,1699.93
40,196,103317.77,1721.96
40,197,100471.77,1674.53
40,198,103977.85,1732.96
40,199,103452.41,1724.21
40,200,113847.48,1897.46
40,201,190918.3,3181.97
40,202,154219.97,2570.33
40,203,38712.59,645.21
40,204,205152.12,3419.2
40,205,65083.17,1084.72
40,206,87024.75,1450.41
40,207,37536.52,625.61
40,208,180731.3,3012.19
40,209,297922.3,4965.37
40,210,57314.49,955.24
40,211,154702.16,2578.37
40,212,58917.9,981.97
40,213,246305.73,4105.1
40,214,77852.36,1297.54
41,42,2809.32,46.82
41,43,195774.22,3262.9
41,44,129999.39,2166.66
41,45,6856.78,114.28
41,46,128877.49,2147.96
41,47,2049.67,34.16
41,48,249353.82,4155.9
41,49,981.11,16.35
41,50,131620.49,2193.67
41,51,128998.71,2149.98
41,52,82627.11,1377.12
41,53,1773.04,29.55
41,54,257461.93,4291.03
41,55,151918.77,2531.98
41,56,214169.84,3569.5
41,57,215284.95,3588.08
41,58,248868.66,4147.81
41,59,206261.15,3437.69
41,60,316783.56,5279.73
41,61,303617.78,5060.3
41,62,83962.91,1399.38
41,63,94082.18,1568.04
41,64,64355.02,1072.58
41,65,51449.03,857.48
41,66,40241.01,670.68
41,67,57720.96,962.02
41,68,93728.59,1562.14
41,69,142095.75,2368.26
41,70,163986.64,2733.11
41,71,256022.51,4267.04
41,72,129856.13,2164.27
41,73,122278.71,2037.98
41,74,251901.69,4198.36
41,75,85046.02,1417.43
41,76,194850.41,3247.51
41,77,22172.66,369.54
41,78,22212.02,370.2
41,79,43752.19,729.2
41,80,56565.89,942.76
41,81,191380.53,3189.68
41,82,71004.88,1183.41
41,83,70075.74,1167.93
41,84,142602.69,2376.71
41,85,180287.57,3004.79
41,86,301097.64,5018.29
41,87,73887.36,1231.46
41,88,244456.78,4074.28
41,89,36257.89,604.3
41,90,157008.33,2616.81
41,91,47600.94,793.35
41,92,98483,1641.38
41,93,259088.74,4318.15
41,94,86144.56,1435.74
41,95,162242.81,2704.05
41,96,258048.87,4300.81
41,97,241315.31,4021.92
41,98,247003.44,4116.72
41,99,83232.66,1387.21
41,100,360079.77,6001.33
41,101,177342.61,2955.71
41,102,44957.74,749.3
41,103,21757.2,362.62
41,104,244394.28,4073.24
41,105,358028.18,5967.14
41,106,143042.95,2384.05
41,107,236569.74,3942.83
41,108,237022.58,3950.38
41,109,237326.19,3955.44
41,110,94556.23,1575.94
41,111,302204.98,5036.75
41,112,297269.2,4954.49
41,113,213538.59,3558.98
41,114,190358.88,3172.65
41,115,44493.35,741.56
41,116,66704.29,1111.74
41,117,64074.4,1067.91
41,118,69457.11,1157.62
41,119,94219.58,1570.33
41,120,94913.3,1581.89
41,121,91133.96,1518.9
41,122,93709.76,1561.83
41,123,100107.91,1668.47
41,124,101860.27,1697.67
41,125,106516.38,1775.27
41,126,105029.86,1750.5
41,127,91299.22,1521.65
41,128,101273.77,1687.9
41,129,90882.76,1514.71
41,130,42468.3,707.8
41,131,108744.6,1812.41
41,132,103194.74,1719.91
41,133,243227.64,4053.79
41,134,260082.33,4334.71
41,135,117119.53,1951.99
41,136,136599.24,2276.65
41,137,126119.01,2101.98
41,138,175751.18,2929.19
41,139,73845.54,1230.76
41,140,98914.93,1648.58
41,141,98453.97,1640.9
41,142,59523.74,992.06
41,143,244224.29,4070.4
41,144,41048.46,684.14
41,145,71489.89,1191.5
41,146,210489.96,3508.17
41,147,72097.7,1201.63
41,148,238848.91,3980.82
41,149,129795.93,2163.27
41,150,185382.23,3089.7
41,151,118539.78,1975.66
41,152,208242.22,3470.7
41,153,134611.6,2243.53
41,154,64276.84,1071.28
41,155,24530.26,408.84
41,156,103094.81,1718.25
41,157,145697.62,2428.29
41,158,146392.69,2439.88
41,159,135924.44,2265.41
41,160,233150.21,3885.84
41,161,221777.44,3696.29
41,162,219106.89,3651.78
41,163,224154.2,3735.9
41,164,220068.44,3667.81
41,165,198104.05,3301.73
41,166,188756.87,3145.95
41,167,210895.76,3514.93
41,168,183029.52,3050.49
41,169,195149.48,3252.49
41,170,335433.13,5590.55
41,171,136454.78,2274.25
41,172,68199.57,1136.66
41,173,74237.73,1237.3
41,174,45065.17,751.09
41,175,76879.41,1281.32
41,176,357755.4,5962.59
41,177,56386.85,939.78
41,178,156392.76,2606.55
41,179,157896.99,2631.62
41,180,167098.35,2784.97
41,181,131259.57,2187.66
41,182,95993,1599.88
41,183,102309.52,1705.16
41,184,92829.17,1547.15
41,185,154987.39,2583.12
41,186,253778.31,4229.64
41,187,157643.16,2627.39
41,188,189794.3,3163.24
41,189,170242.3,2837.37
41,190,168118.4,2801.97
41,191,159936.66,2665.61
41,192,67206.28,1120.1
41,193,73043.77,1217.4
41,194,98072.4,1634.54
41,195,101825.1,1697.08
41,196,103300.04,1721.67
41,197,100532.56,1675.54
41,198,104262.28,1737.7
41,199,103825.61,1730.43
41,200,114341.91,1905.7
